# File Name: HZ22_FEC_Crypto_Plate1.eds
# Comment: 
# Operator: DEFAULT
# Barcode: 
# Instrument Type: QuantStudio™ 1 System
# Block Type: 96-Well 0.2-mL Block
# Instrument Name: 2721220100840
# Instrument Serial Number: 2721220100840
# Heated Cover Serial Number: 
# Block Serial Number: 
# Run Start Date/Time: 2022-09-25 07:33:16 AM UTC
# Run End Date/Time: 2022-09-25 08:34:01 AM UTC
# Run Duration: 60 minutes 45 seconds
# Sample Volume: 20.0
# Cover Temperature: 105.0
# Passive Reference: ROX
# PCR Stage/Step Number: Stage 2 Step 2
# Quantification Cycle Method: CT
# Analysis Date/Time: 2022-09-25 12:02:04 PM UTC
# Software Name and Version: Design & Analysis Software v2.6.2
# Plugin Name and Version: Primary Analysis v1.7.0, Standard Curve v1.6.0
# Exported By: guest
# Exported On: 2022-09-25 12:02:25 PM UTC
"Well","Well Position","Cycle Number","X1_M1","X2_M2","X4_M4"
"50","E2","5","338838.3","63997.45","285235.72"
"51","E3","5","268902.72","52464.6","251070.22"
"52","E4","5","296903.97","57084.64","279281.75"
"53","E5","5","285312.44","53398.434","270573.66"
"54","E6","5","301474.06","55811.855","289259.88"
"55","E7","5","312264.6","61924.24","323733.78"
"56","E8","5","303678.66","58389.953","309132.88"
"57","E9","5","254046.12","48449.598","248513.44"
"58","E10","5","288297.78","60746.402","295182.78"
"59","E11","5","285769.97","59893.164","277796.34"
"60","E12","5","276981.8","57053.695","248980.97"
"61","F1","5","380860.28","75170.35","308286.03"
"62","F2","5","343243.06","64165.348","282284.1"
"63","F3","5","279792.66","52019.023","248153.02"
"64","F4","5","337523.53","62850.21","310469.53"
"65","F5","5","272517.03","59213.582","356375.75"
"66","F6","5","269808.47","53512.586","272872.4"
"67","F7","5","308131.7","61226.688","317893.3"
"68","F8","5","281429.97","58354.164","307674.88"
"69","F9","5","257863.77","50022.164","256533.95"
"70","F10","5","286261.9","57464.36","287458.06"
"71","F11","5","291305.16","58102.168","274010.94"
"72","F12","5","260025.56","56240.66","247651.05"
"73","G1","5","354217.34","71491.56","298169.25"
"74","G2","5","320302.12","63742.176","277989.06"
"75","G3","5","267521.78","53675.465","249332.66"
"76","G4","5","312223.06","60712.816","285019.3"
"77","G5","5","303200.6","58379.53","278496.22"
"78","G6","5","248119.47","52674.016","258884.44"
"79","G7","5","291172.6","58565.83","298769.44"
"80","G8","5","313584.62","60286.5","293038.72"
"81","G9","5","287508.25","53640.562","265320.6"
"82","G10","5","292249.56","60197.793","297282.4"
"83","G11","5","283268.0","58988.8","270121.78"
"84","G12","5","258475.75","53650.58","228980.83"
"85","H1","5","355467.78","77232.5","300700.4"
"86","H2","5","327449.3","66118.3","278989.8"
"87","H3","5","286521.25","54795.1","241465.72"
"88","H4","5","335913.8","67466.25","297073.7"
"89","H5","5","350134.25","63891.684","287494.97"
"90","H6","5","266903.94","51696.656","249190.6"
"91","H7","5","333414.22","64859.58","311535.66"
"92","H8","5","350175.84","67122.164","306383.5"
"93","H9","5","286418.78","57118.707","260031.8"
"94","H10","5","305581.66","63374.16","301349.44"
"95","H11","5","302821.62","63680.355","270610.88"
"96","H12","5","265701.75","60762.94","256532.27"
"1","A1","6","355135.16","73592.586","302356.9"
"2","A2","6","343031.72","67203.74","279682.56"
"3","A3","6","309161.28","61376.164","267260.88"
